fan_id,age_group,household_type,distance_from_arena_bucket,preferred_ticket_segment,loyalty_status,games_attended_last_12_months,avg_ticket_spend,avg_concession_spend,avg_merchandise_spend,promotion_usage_rate,email_engagement_score,fan_value_score
9645,25-34,Corporate,15-30 miles,Family Pack,Casual Fan,5,65.69,34.35,65.27,0.3476,0.5748,0.4025
9646,25-34,Couple,5-15 miles,Student Promo,Season Ticket Holder,41,233.96,21.59,66.14,0.2057,0.4625,0.6639
9647,25-34,Single,30-60 miles,Season Ticket,New Fan,2,63.78,24.72,13.51,0.4904,0.4465,0.2372
9648,45-54,Corporate,15-30 miles,Group Sales,Season Ticket Holder,36,259.41,34.54,44.87,0.3651,0.7888,0.6873
9649,65+,Couple,5-15 miles,Premium Courtside,Casual Fan,7,110.24,13.38,14.31,0.4258,0.1704,0.2371
9650,18-24,Corporate,5-15 miles,Student Promo,Corporate Guest,12,237.37,17.91,18.78,0.5582,0.542,0.4144
9651,35-44,Family with Kids,15-30 miles,Corporate Partner Allocation,Casual Fan,7,105.04,29.47,42.85,0.3632,0.395,0.3658
9652,45-54,Corporate,30-60 miles,Club Level,Repeat Buyer,8,139.05,14.75,51.8,0.2127,0.4546,0.3783
9653,45-54,Empty Nester,60+ miles,Student Promo,Repeat Buyer,11,176.13,9.23,52.46,0.378,0.2325,0.3741
9654,55-64,Empty Nester,30-60 miles,Lower Bowl,Repeat Buyer,8,153.55,12.71,6.91,0.2785,0.464,0.2963
9655,25-34,Family with Kids,<5 miles,Premium Courtside,Repeat Buyer,13,91.3,14.68,73.23,0.1837,0.7253,0.434
9656,55-64,Single,5-15 miles,Corporate Partner Allocation,New Fan,1,71.85,13.4,16.15,0.4156,0.5121,0.2161
9657,45-54,Empty Nester,30-60 miles,Group Sales,Repeat Buyer,8,101.84,20.03,18.99,0.4893,0.5555,0.3017
9658,65+,Single,5-15 miles,Upper Bowl,Corporate Guest,11,267.23,8.06,78.45,0.173,0.1245,0.4893
9659,25-34,Student,5-15 miles,Family Pack,New Fan,2,65.77,24.64,6.95,0.5094,0.6386,0.2445
9660,35-44,Corporate,15-30 miles,Club Level,New Fan,3,76.51,16.56,46.68,0.1902,0.5586,0.3132
9661,55-64,Family with Kids,30-60 miles,Corporate Partner Allocation,Season Ticket Holder,40,139.35,27.86,47.99,0.5247,0.5507,0.5652
9662,45-54,Couple,5-15 miles,Corporate Partner Allocation,New Fan,3,60.67,29.88,13.21,0.1145,0.1136,0.2418
9663,18-24,Student,5-15 miles,Upper Bowl,Casual Fan,4,68.11,9.06,46.39,0.059,0.6455,0.3013
9664,55-64,Empty Nester,30-60 miles,Family Pack,Casual Fan,6,78.33,19.71,29.97,0.248,0.6296,0.3126
9665,55-64,Couple,<5 miles,Club Level,Repeat Buyer,13,166.37,9.38,11.91,0.2475,0.6164,0.3457
9666,65+,Single,<5 miles,Lower Bowl,Season Ticket Holder,39,259.31,28.27,39.52,0.094,0.3257,0.6381
9667,45-54,Corporate,<5 miles,Corporate Partner Allocation,New Fan,2,88.88,10.9,31.9,0.1487,0.2406,0.2417
9668,18-24,Single,15-30 miles,Premium Courtside,Casual Fan,7,89.94,28.17,36.01,0.1506,0.5911,0.3671
9669,45-54,Family with Kids,60+ miles,Family Pack,Repeat Buyer,15,153.9,32.97,11.28,0.2937,0.4966,0.4089
9670,18-24,Corporate,30-60 miles,Premium Courtside,New Fan,3,55.76,26.65,10.06,0.334,0.3168,0.2307
9671,45-54,Family with Kids,30-60 miles,Premium Courtside,Repeat Buyer,5,179.62,25.89,46.89,0.8074,0.6503,0.413
9672,65+,Student,5-15 miles,Club Level,Season Ticket Holder,35,161.15,40.29,79.81,0.7407,0.6779,0.6608
9673,35-44,Family with Kids,15-30 miles,Season Ticket,Casual Fan,6,92.65,24.7,47.73,0.3695,0.3826,0.3429
9674,25-34,Student,15-30 miles,Group Sales,Premium Member,35,383.0,37.74,9.34,0.4412,0.4759,0.6875
9675,25-34,Couple,<5 miles,Student Promo,Corporate Guest,11,262.88,12.95,48.59,0.116,0.7678,0.5134
9676,25-34,Single,5-15 miles,Corporate Partner Allocation,Casual Fan,7,109.49,30.41,8.21,0.4409,0.5081,0.3148
9677,25-34,Family with Kids,5-15 miles,Premium Courtside,Repeat Buyer,6,173.39,31.67,76.59,0.1545,0.5707,0.5127
9678,45-54,Couple,15-30 miles,Lower Bowl,Casual Fan,3,118.37,26.49,24.74,0.32,0.3548,0.3109
9679,35-44,Family with Kids,60+ miles,Club Level,Casual Fan,4,111.73,25.96,33.06,0.2653,0.6396,0.3556
9680,65+,Couple,<5 miles,Lower Bowl,Casual Fan,3,91.46,31.37,46.63,0.2849,0.1403,0.3276
9681,25-34,Couple,60+ miles,Premium Courtside,Repeat Buyer,9,109.32,23.83,57.73,0.2444,0.3928,0.3937
9682,45-54,Empty Nester,30-60 miles,Student Promo,Casual Fan,4,92.16,36.54,57.66,0.1307,0.1955,0.3841
9683,35-44,Single,<5 miles,Student Promo,Repeat Buyer,15,133.78,38.92,22.17,0.0902,0.5074,0.4448
9684,25-34,Single,<5 miles,Family Pack,New Fan,1,67.28,40.76,66.55,0.2281,0.233,0.3798
9685,35-44,Single,5-15 miles,Group Sales,Season Ticket Holder,40,271.36,29.94,58.71,0.4516,0.6195,0.7054
9686,45-54,Student,30-60 miles,Student Promo,Repeat Buyer,8,163.24,23.93,27.89,0.3412,0.6218,0.3932
9687,25-34,Student,15-30 miles,Corporate Partner Allocation,Corporate Guest,7,233.69,11.67,25.24,0.5234,0.2456,0.3505
9688,35-44,Corporate,60+ miles,Premium Courtside,Casual Fan,3,90.42,36.33,71.38,0.5937,0.4432,0.4045
9689,18-24,Student,15-30 miles,Family Pack,Premium Member,23,318.46,27.01,29.89,0.4173,0.7925,0.6143
9690,45-54,Single,5-15 miles,Family Pack,Repeat Buyer,13,163.43,25.6,76.26,0.5506,0.6202,0.5033
9691,45-54,Student,60+ miles,Corporate Partner Allocation,Repeat Buyer,9,164.57,29.16,46.12,0.3696,0.4795,0.4351
9692,18-24,Corporate,15-30 miles,Student Promo,Corporate Guest,11,285.19,23.77,36.91,0.3414,0.8614,0.543
9693,45-54,Student,5-15 miles,Upper Bowl,New Fan,4,77.19,39.41,29.85,0.4378,0.158,0.3108
9694,45-54,Empty Nester,30-60 miles,Lower Bowl,Casual Fan,8,59.34,24.22,5.06,0.2504,0.7691,0.2898
9695,18-24,Single,5-15 miles,Corporate Partner Allocation,Repeat Buyer,11,103.36,21.65,56.29,0.4851,0.3377,0.3713
9696,45-54,Student,60+ miles,Family Pack,Casual Fan,5,74.02,43.14,46.53,0.1657,0.5218,0.4069
9697,35-44,Family with Kids,15-30 miles,Student Promo,Repeat Buyer,12,139.71,8.04,41.17,0.4911,0.6034,0.357
9698,35-44,Corporate,15-30 miles,Season Ticket,Premium Member,39,344.84,26.51,73.31,0.3819,0.5558,0.7708
9699,45-54,Single,30-60 miles,Group Sales,Season Ticket Holder,36,229.45,30.48,37.74,0.161,0.4228,0.6107
9700,35-44,Family with Kids,15-30 miles,Family Pack,Season Ticket Holder,39,131.7,27.03,37.13,0.4212,0.4209,0.5234
9701,18-24,Student,5-15 miles,Upper Bowl,Repeat Buyer,11,175.48,38.63,74.9,0.3834,0.5527,0.5454
9702,35-44,Single,<5 miles,Lower Bowl,Premium Member,32,418.88,40.17,46.7,0.2751,0.7318,0.8128
9703,18-24,Student,15-30 miles,Group Sales,Casual Fan,5,70.65,9.44,54.7,0.4288,0.4628,0.2882
9704,65+,Corporate,5-15 miles,Premium Courtside,Premium Member,20,363.03,15.82,23.89,0.5774,0.4923,0.5478
9705,35-44,Empty Nester,15-30 miles,Group Sales,Casual Fan,8,117.89,8.69,31.31,0.2897,0.3549,0.2894
9706,35-44,Student,30-60 miles,Family Pack,Premium Member,21,412.96,35.66,27.91,0.297,0.6897,0.699
9707,45-54,Empty Nester,30-60 miles,Student Promo,Premium Member,26,264.12,37.55,49.7,0.1981,0.4615,0.6369
9708,55-64,Single,15-30 miles,Group Sales,Casual Fan,3,84.02,24.67,43.41,0.652,0.7658,0.3376
9709,45-54,Corporate,15-30 miles,Club Level,Casual Fan,2,86.65,20.06,63.33,0.286,0.564,0.3549
9710,18-24,Corporate,<5 miles,Upper Bowl,New Fan,3,89.95,19.43,28.2,0.2579,0.8829,0.3276
9711,55-64,Couple,5-15 miles,Group Sales,New Fan,1,51.43,16.27,27.06,0.3591,0.6171,0.2436
9712,18-24,Empty Nester,15-30 miles,Group Sales,Casual Fan,6,69.39,30.28,30.84,0.3547,0.2323,0.2975
9713,65+,Single,5-15 miles,Group Sales,Casual Fan,7,63.67,16.96,69.46,0.5507,0.3112,0.324
9714,55-64,Single,15-30 miles,Lower Bowl,Repeat Buyer,9,89.49,42.44,37.56,0.2616,0.7228,0.4346
9715,45-54,Corporate,5-15 miles,Upper Bowl,Premium Member,22,255.9,30.37,27.26,0.2024,0.722,0.5708
9716,25-34,Student,5-15 miles,Student Promo,Corporate Guest,8,218.57,41.32,13.16,0.3543,0.8172,0.4854
9717,65+,Student,15-30 miles,Season Ticket,Repeat Buyer,13,117.14,23.1,20.4,0.1847,0.0951,0.3201
9718,25-34,Student,15-30 miles,Family Pack,Premium Member,21,365.81,37.7,10.79,0.1502,0.5923,0.6346
9719,25-34,Couple,15-30 miles,Family Pack,Casual Fan,7,66.83,19.23,67.7,0.1029,0.437,0.3657
9720,55-64,Family with Kids,<5 miles,Corporate Partner Allocation,Repeat Buyer,5,158.45,24.55,51.2,0.263,0.6893,0.4312
9721,25-34,Empty Nester,<5 miles,Lower Bowl,Casual Fan,2,99.09,42.16,37.58,0.3199,0.51,0.3828
9722,45-54,Single,<5 miles,Corporate Partner Allocation,Casual Fan,2,101.91,9.12,75.84,0.0509,0.8606,0.3951
9723,18-24,Family with Kids,<5 miles,Club Level,New Fan,4,61.89,33.63,74.45,0.2585,0.4009,0.3965
9724,55-64,Family with Kids,<5 miles,Premium Courtside,New Fan,3,64.19,33.49,75.87,0.66,0.8159,0.417
9725,65+,Single,30-60 miles,Student Promo,Casual Fan,7,92.77,12.32,8.59,0.1641,0.5272,0.258
9726,18-24,Single,<5 miles,Upper Bowl,Casual Fan,5,104.37,22.23,56.68,0.4536,0.2635,0.3396
9727,25-34,Family with Kids,5-15 miles,Family Pack,Corporate Guest,11,163.13,42.98,68.13,0.4509,0.3834,0.5173
9728,35-44,Student,5-15 miles,Family Pack,Casual Fan,5,113.09,44.06,32.38,0.2669,0.6442,0.421
9729,18-24,Student,15-30 miles,Season Ticket,Casual Fan,3,62.01,12.9,43.43,0.1767,0.4924,0.2777
9730,55-64,Single,30-60 miles,Club Level,Casual Fan,6,56.5,14.14,21.39,0.2144,0.1987,0.2196
9731,18-24,Single,30-60 miles,Season Ticket,Casual Fan,6,115.58,18.99,62.64,0.3998,0.7324,0.4032
9732,25-34,Empty Nester,30-60 miles,Lower Bowl,Repeat Buyer,14,135.76,27.09,21.39,0.1268,0.7335,0.4213
9733,18-24,Empty Nester,30-60 miles,Premium Courtside,Premium Member,20,413.89,26.16,73.49,0.1467,0.5549,0.7426
9734,35-44,Corporate,5-15 miles,Student Promo,Repeat Buyer,7,179.0,21.88,77.44,0.0978,0.3252,0.4691
9735,45-54,Single,30-60 miles,Season Ticket,Corporate Guest,10,361.34,39.87,9.74,0.1437,0.5314,0.5769
9736,35-44,Couple,30-60 miles,Lower Bowl,Premium Member,35,296.55,10.98,9.15,0.5115,0.5271,0.5323
9737,35-44,Couple,5-15 miles,Family Pack,New Fan,2,42.22,8.13,53.56,0.375,0.525,0.2539
9738,25-34,Empty Nester,5-15 miles,Lower Bowl,New Fan,2,73.24,17.4,33.79,0.0843,0.5104,0.2849
9739,25-34,Single,5-15 miles,Group Sales,New Fan,3,86.46,41.27,53.74,0.2191,0.6216,0.4214
9740,35-44,Student,5-15 miles,Club Level,Premium Member,28,227.92,23.74,16.78,0.5795,0.4484,0.4903
9741,65+,Corporate,<5 miles,Season Ticket,Casual Fan,3,104.86,34.67,71.5,0.3504,0.6007,0.4384
9742,35-44,Family with Kids,<5 miles,Student Promo,Season Ticket Holder,41,212.32,8.55,75.22,0.1903,0.6821,0.6434
9743,35-44,Single,30-60 miles,Upper Bowl,Casual Fan,3,93.73,27.65,52.61,0.0888,0.2357,0.3475
9744,65+,Student,5-15 miles,Season Ticket,Premium Member,26,325.39,22.23,33.66,0.4539,0.7726,0.6217
9745,35-44,Empty Nester,15-30 miles,Corporate Partner Allocation,Premium Member,24,318.04,20.16,70.21,0.3729,0.5846,0.6531
9746,25-34,Family with Kids,60+ miles,Family Pack,Repeat Buyer,15,75.45,8.05,79.86,0.2323,0.3795,0.3848
9747,55-64,Empty Nester,<5 miles,Corporate Partner Allocation,New Fan,4,75.96,31.1,70.29,0.1427,0.4068,0.3976
9748,35-44,Empty Nester,30-60 miles,Season Ticket,Season Ticket Holder,40,250.52,24.1,26.61,0.588,0.3918,0.58
9749,55-64,Family with Kids,30-60 miles,Club Level,Corporate Guest,6,200.48,25.14,56.37,0.3473,0.3966,0.447
9750,25-34,Student,<5 miles,Season Ticket,New Fan,2,84.59,36.89,29.02,0.2426,0.5829,0.3491
9751,25-34,Single,5-15 miles,Season Ticket,Casual Fan,3,87.79,16.77,19.49,0.4946,0.4815,0.2488
9752,25-34,Corporate,<5 miles,Student Promo,Casual Fan,7,113.58,26.0,59.14,0.4573,0.1949,0.3667
9753,25-34,Single,5-15 miles,Upper Bowl,Casual Fan,5,82.5,44.56,60.91,0.2382,0.6138,0.4508
9754,45-54,Empty Nester,5-15 miles,Upper Bowl,Corporate Guest,6,345.42,16.27,36.36,0.3538,0.5434,0.507
9755,18-24,Corporate,30-60 miles,Corporate Partner Allocation,Casual Fan,3,109.81,29.38,67.93,0.5445,0.7615,0.4243
9756,25-34,Family with Kids,5-15 miles,Corporate Partner Allocation,Casual Fan,4,116.81,34.1,23.99,0.1069,0.3596,0.3496
9757,18-24,Family with Kids,5-15 miles,Corporate Partner Allocation,Casual Fan,8,98.42,20.61,9.92,0.5398,0.846,0.3105
9758,45-54,Corporate,15-30 miles,Season Ticket,Season Ticket Holder,40,142.39,37.47,62.25,0.3461,0.6393,0.6441
9759,35-44,Corporate,30-60 miles,Season Ticket,Corporate Guest,6,341.19,10.32,6.53,0.6584,0.1249,0.3709
9760,55-64,Family with Kids,15-30 miles,Lower Bowl,New Fan,1,68.59,25.43,56.91,0.4347,0.5179,0.3298
9761,25-34,Single,5-15 miles,Family Pack,Casual Fan,5,112.69,29.01,28.4,0.168,0.4189,0.3455
9762,35-44,Couple,60+ miles,Upper Bowl,Season Ticket Holder,36,239.98,32.31,47.68,0.3596,0.687,0.6601
9763,55-64,Couple,<5 miles,Family Pack,Premium Member,23,297.9,34.9,78.47,0.2086,0.5948,0.7064
9764,25-34,Single,5-15 miles,Student Promo,Casual Fan,7,97.7,35.16,42.12,0.1626,0.0857,0.3568
9765,25-34,Empty Nester,15-30 miles,Season Ticket,Casual Fan,3,79.16,29.82,31.92,0.2485,0.2316,0.2962
9766,18-24,Empty Nester,5-15 miles,Lower Bowl,New Fan,4,62.34,14.01,60.62,0.5164,0.3716,0.2897
9767,45-54,Couple,30-60 miles,Season Ticket,Corporate Guest,3,253.34,20.27,17.62,0.2799,0.3298,0.3813
9768,35-44,Empty Nester,30-60 miles,Premium Courtside,New Fan,2,76.7,18.56,7.46,0.4067,0.5121,0.2261
9769,35-44,Empty Nester,5-15 miles,Corporate Partner Allocation,Premium Member,22,215.05,28.55,12.93,0.1877,0.235,0.4581
9770,55-64,Single,<5 miles,Lower Bowl,Repeat Buyer,15,101.57,27.32,66.62,0.2977,0.4655,0.4498
9771,45-54,Family with Kids,15-30 miles,Season Ticket,Premium Member,32,306.27,28.67,30.95,0.4048,0.69,0.6467
9772,45-54,Empty Nester,15-30 miles,Club Level,Casual Fan,5,76.56,34.78,31.74,0.2204,0.7287,0.3712
9773,35-44,Student,5-15 miles,Season Ticket,Repeat Buyer,11,149.43,16.25,57.33,0.391,0.6816,0.4301
9774,45-54,Empty Nester,60+ miles,Upper Bowl,Casual Fan,7,91.28,33.86,18.06,0.3513,0.5663,0.3409
9775,25-34,Empty Nester,15-30 miles,Upper Bowl,Casual Fan,4,115.7,23.26,27.43,0.1146,0.5695,0.3397
9776,55-64,Single,15-30 miles,Club Level,Casual Fan,5,107.81,17.24,44.48,0.3764,0.2132,0.3016
9777,45-54,Student,15-30 miles,Lower Bowl,Repeat Buyer,6,174.74,13.17,55.78,0.2848,0.7511,0.4245
9778,25-34,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,9,171.75,16.75,21.17,0.2388,0.3612,0.3472
9779,18-24,Student,60+ miles,Student Promo,Casual Fan,4,77.14,34.99,27.52,0.0753,0.6689,0.3609
9780,35-44,Couple,30-60 miles,Upper Bowl,Corporate Guest,3,197.5,17.46,21.59,0.1736,0.9094,0.3992
9781,55-64,Single,30-60 miles,Student Promo,Season Ticket Holder,41,234.31,20.62,22.02,0.182,0.5685,0.59
9782,25-34,Couple,30-60 miles,Corporate Partner Allocation,Repeat Buyer,8,103.34,9.39,65.07,0.4704,0.1455,0.3137
9783,35-44,Student,5-15 miles,Club Level,Casual Fan,5,103.26,18.72,5.4,0.4823,0.6651,0.2696
9784,55-64,Empty Nester,30-60 miles,Club Level,Repeat Buyer,11,108.06,15.92,39.92,0.533,0.4801,0.337
9785,18-24,Single,<5 miles,Upper Bowl,Casual Fan,4,61.64,31.99,70.45,0.3527,0.655,0.404
9786,55-64,Family with Kids,<5 miles,Lower Bowl,Repeat Buyer,6,160.34,26.39,9.8,0.3922,0.4299,0.3337
9787,25-34,Family with Kids,<5 miles,Group Sales,Repeat Buyer,6,135.6,10.69,44.69,0.3299,0.2947,0.3171
9788,45-54,Student,15-30 miles,Premium Courtside,Season Ticket Holder,35,210.26,22.58,20.95,0.0636,0.7782,0.5735
9789,18-24,Corporate,60+ miles,Season Ticket,Casual Fan,2,115.82,20.43,58.43,0.2176,0.6119,0.3778
9790,18-24,Couple,30-60 miles,Student Promo,Season Ticket Holder,40,206.52,26.24,79.43,0.2229,0.7007,0.7011
9791,55-64,Corporate,30-60 miles,Corporate Partner Allocation,Casual Fan,3,57.13,8.44,75.87,0.3066,0.3901,0.3031
9792,25-34,Student,15-30 miles,Corporate Partner Allocation,Season Ticket Holder,37,191.13,18.55,48.88,0.1756,0.1743,0.5413
9793,25-34,Family with Kids,5-15 miles,Upper Bowl,Repeat Buyer,15,170.02,26.07,19.42,0.52,0.5005,0.4028
9794,55-64,Corporate,<5 miles,Student Promo,Casual Fan,5,71.79,12.33,29.48,0.3405,0.3728,0.2469
9795,35-44,Student,<5 miles,Lower Bowl,Premium Member,20,209.33,30.58,67.29,0.1431,0.3749,0.5688
9796,35-44,Single,5-15 miles,Group Sales,Repeat Buyer,10,147.53,31.33,6.81,0.2473,0.4746,0.3658
9797,45-54,Corporate,5-15 miles,Group Sales,Casual Fan,5,75.38,26.09,13.98,0.1225,0.4427,0.2843
9798,55-64,Family with Kids,30-60 miles,Club Level,Repeat Buyer,10,158.14,12.09,25.82,0.4218,0.7454,0.3639
9799,35-44,Empty Nester,<5 miles,Group Sales,Casual Fan,2,57.33,40.7,35.7,0.3131,0.5135,0.3426
9800,18-24,Student,15-30 miles,Premium Courtside,Repeat Buyer,10,175.32,30.02,49.17,0.4522,0.5567,0.4605
9801,55-64,Corporate,5-15 miles,Club Level,Premium Member,33,285.15,9.0,31.38,0.2315,0.4788,0.5579
9802,35-44,Couple,30-60 miles,Lower Bowl,Casual Fan,4,69.42,39.04,26.74,0.6779,0.2752,0.2974
9803,55-64,Empty Nester,<5 miles,Premium Courtside,Casual Fan,6,106.79,10.3,72.86,0.264,0.4382,0.3639
9804,65+,Corporate,15-30 miles,Family Pack,Repeat Buyer,7,96.25,33.88,71.48,0.0993,0.6138,0.4624
9805,45-54,Student,5-15 miles,Student Promo,Casual Fan,7,115.87,15.63,76.55,0.2685,0.5983,0.4163
9806,25-34,Corporate,<5 miles,Lower Bowl,Season Ticket Holder,38,268.16,24.46,38.1,0.398,0.7113,0.6481
9807,25-34,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,13,122.2,42.75,47.6,0.4185,0.4951,0.4688
9808,35-44,Corporate,60+ miles,Club Level,Repeat Buyer,13,145.21,21.05,19.02,0.3797,0.7052,0.3837
9809,25-34,Corporate,5-15 miles,Corporate Partner Allocation,Casual Fan,3,95.49,26.88,55.88,0.4208,0.7857,0.3908
9810,35-44,Empty Nester,30-60 miles,Upper Bowl,Casual Fan,2,90.65,40.35,12.15,0.5071,0.3428,0.2965
9811,65+,Student,15-30 miles,Club Level,Repeat Buyer,14,155.45,18.9,52.11,0.4763,0.7302,0.4491
9812,35-44,Couple,5-15 miles,Lower Bowl,Casual Fan,5,67.67,19.11,35.55,0.5639,0.6553,0.2947
9813,25-34,Empty Nester,30-60 miles,Lower Bowl,Repeat Buyer,7,102.94,24.0,46.68,0.4153,0.8163,0.3926
9814,45-54,Empty Nester,<5 miles,Corporate Partner Allocation,Season Ticket Holder,41,186.27,30.71,45.59,0.5216,0.5142,0.6081
9815,65+,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,13,160.33,31.0,9.5,0.3758,0.5449,0.395
9816,65+,Student,30-60 miles,Group Sales,Repeat Buyer,11,82.08,31.51,11.62,0.3615,0.483,0.3245
9817,25-34,Couple,60+ miles,Premium Courtside,Repeat Buyer,12,103.25,33.05,27.88,0.3545,0.7104,0.4046
9818,55-64,Family with Kids,<5 miles,Corporate Partner Allocation,Repeat Buyer,9,96.05,35.03,78.88,0.2797,0.4933,0.4686
9819,55-64,Couple,5-15 miles,Corporate Partner Allocation,Season Ticket Holder,39,164.64,11.65,62.64,0.2998,0.6553,0.5751
9820,55-64,Student,<5 miles,Lower Bowl,Repeat Buyer,10,93.86,20.5,74.48,0.7046,0.5549,0.4
9821,65+,Student,15-30 miles,Club Level,New Fan,3,55.86,39.96,78.7,0.1851,0.5628,0.4359
9822,35-44,Couple,30-60 miles,Family Pack,Casual Fan,7,76.33,37.51,36.32,0.4019,0.6976,0.3863
9823,45-54,Corporate,15-30 miles,Group Sales,Casual Fan,5,96.78,11.52,9.26,0.7211,0.2986,0.1992
9824,65+,Student,5-15 miles,Club Level,Repeat Buyer,7,101.56,25.16,13.85,0.4028,0.7898,0.3318
9825,45-54,Student,15-30 miles,Upper Bowl,Casual Fan,7,96.95,27.16,45.86,0.091,0.4502,0.3765
9826,55-64,Student,<5 miles,Lower Bowl,Season Ticket Holder,40,196.93,22.74,7.38,0.2202,0.7723,0.5541
9827,35-44,Couple,15-30 miles,Lower Bowl,New Fan,3,41.48,13.67,49.82,0.3177,0.3828,0.2583
9828,35-44,Single,60+ miles,Premium Courtside,Season Ticket Holder,41,167.51,33.19,47.22,0.2473,0.6753,0.6346
9829,35-44,Student,<5 miles,Premium Courtside,Casual Fan,5,61.43,38.11,61.22,0.5214,0.6975,0.4077
9830,35-44,Single,15-30 miles,Premium Courtside,Repeat Buyer,10,145.12,15.37,31.05,0.3554,0.4277,0.3461
9831,45-54,Student,<5 miles,Upper Bowl,Repeat Buyer,14,161.54,20.4,10.74,0.328,0.7314,0.3888
9832,45-54,Corporate,5-15 miles,Corporate Partner Allocation,Casual Fan,6,71.01,34.79,71.76,0.6609,0.3972,0.3917
9833,25-34,Corporate,5-15 miles,Premium Courtside,Season Ticket Holder,41,136.02,44.21,22.11,0.5176,0.7639,0.5951
9834,35-44,Couple,5-15 miles,Season Ticket,Corporate Guest,5,192.52,28.66,29.16,0.6042,0.5648,0.4006
9835,25-34,Student,30-60 miles,Club Level,Repeat Buyer,7,109.77,39.73,64.96,0.2104,0.4742,0.4607
9836,65+,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,9,166.57,19.32,14.23,0.0823,0.3697,0.3474
9837,25-34,Couple,60+ miles,Season Ticket,Repeat Buyer,6,121.03,40.41,38.65,0.4755,0.5191,0.4087
9838,65+,Empty Nester,5-15 miles,Corporate Partner Allocation,Repeat Buyer,6,106.61,23.37,32.06,0.347,0.2785,0.3107
9839,25-34,Single,5-15 miles,Season Ticket,Repeat Buyer,11,77.98,44.99,71.2,0.4045,0.1354,0.4411
9840,55-64,Corporate,5-15 miles,Group Sales,Corporate Guest,8,312.71,23.33,71.64,0.4313,0.2514,0.5479
9841,25-34,Corporate,15-30 miles,Group Sales,Repeat Buyer,6,180.0,25.84,9.51,0.3959,0.6392,0.3674
9842,65+,Couple,15-30 miles,Club Level,Premium Member,41,359.62,43.66,57.43,0.3607,0.7831,0.8432
9843,45-54,Single,60+ miles,Season Ticket,Season Ticket Holder,41,194.14,27.14,66.78,0.1797,0.872,0.6949
9844,25-34,Single,<5 miles,Club Level,Season Ticket Holder,39,188.52,17.26,67.03,0.1958,0.3847,0.5988
9845,18-24,Corporate,30-60 miles,Group Sales,Corporate Guest,10,234.07,27.56,48.42,0.7056,0.339,0.4621
9846,25-34,Student,5-15 miles,Club Level,Casual Fan,3,102.5,9.12,22.05,0.0765,0.5205,0.2643
9847,25-34,Student,<5 miles,Season Ticket,Repeat Buyer,5,157.17,16.19,77.2,0.3691,0.5736,0.4343
9848,45-54,Student,<5 miles,Family Pack,Repeat Buyer,6,126.07,23.92,60.09,0.1501,0.7546,0.4377
9849,35-44,Family with Kids,30-60 miles,Corporate Partner Allocation,Casual Fan,7,59.79,23.82,15.36,0.1401,0.5791,0.2898
9850,25-34,Single,5-15 miles,Family Pack,New Fan,1,65.87,22.66,30.2,0.2659,0.8232,0.3073
9851,65+,Corporate,5-15 miles,Student Promo,Repeat Buyer,11,155.56,14.58,42.81,0.342,0.5511,0.3915
9852,25-34,Couple,<5 miles,Corporate Partner Allocation,Season Ticket Holder,37,188.99,15.7,48.33,0.3642,0.6006,0.5623
9853,25-34,Empty Nester,30-60 miles,Group Sales,Casual Fan,5,113.38,15.88,50.37,0.3447,0.5849,0.3512
9854,35-44,Empty Nester,15-30 miles,Corporate Partner Allocation,Premium Member,34,249.97,40.18,10.74,0.3502,0.3731,0.5841
9855,25-34,Empty Nester,60+ miles,Premium Courtside,Casual Fan,8,88.91,15.22,50.99,0.3395,0.8073,0.3683
9856,65+,Empty Nester,30-60 miles,Lower Bowl,Repeat Buyer,11,125.58,10.33,54.24,0.2336,0.4958,0.3754
9857,18-24,Single,5-15 miles,Group Sales,Casual Fan,3,104.58,23.17,23.41,0.4646,0.2264,0.2665
9858,45-54,Family with Kids,15-30 miles,Student Promo,New Fan,3,62.97,37.09,38.23,0.3365,0.2735,0.3194
9859,55-64,Student,60+ miles,Student Promo,Repeat Buyer,7,112.41,25.83,58.21,0.3586,0.7575,0.4246
9860,35-44,Single,15-30 miles,Student Promo,Casual Fan,6,112.99,9.16,69.2,0.3842,0.7761,0.3858
9861,55-64,Corporate,5-15 miles,Corporate Partner Allocation,Casual Fan,8,107.38,14.92,34.42,0.1633,0.5972,0.3384
9862,35-44,Corporate,15-30 miles,Lower Bowl,Premium Member,34,213.14,39.53,49.65,0.5301,0.3598,0.616
9863,35-44,Family with Kids,15-30 miles,Premium Courtside,New Fan,1,79.15,42.34,49.66,0.4251,0.6294,0.3924
9864,18-24,Family with Kids,60+ miles,Lower Bowl,Repeat Buyer,15,96.64,36.04,67.94,0.2111,0.6725,0.5025
9865,45-54,Student,5-15 miles,Student Promo,Casual Fan,7,113.94,35.11,71.61,0.8454,0.6493,0.4467
9866,25-34,Corporate,15-30 miles,Upper Bowl,Casual Fan,4,108.34,36.84,6.02,0.2562,0.3811,0.3132
9867,35-44,Single,60+ miles,Lower Bowl,Repeat Buyer,6,138.61,29.73,7.41,0.3222,0.7018,0.3541
